Symbol,Name,Label
MWIV,,MWIV
MWV,,MWV
MWW,,MWW
MXIM,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc. (MXIM)"
MXL,"MaxLinear, Inc","MaxLinear, Inc (MXL)"
MXWL,"Maxwell Technologies, Inc.","Maxwell Technologies, Inc. (MXWL)"
MYCC,,MYCC
MYE,"Myers Industries, Inc.","Myers Industries, Inc. (MYE)"
MYGN,"Myriad Genetics, Inc.","Myriad Genetics, Inc. (MYGN)"
MYL,Mylan N.V.,Mylan N.V. (MYL)
MYRG,"MYR Group, Inc.","MYR Group, Inc. (MYRG)"
N,,N
NADL,,NADL
NANO,Nanometrics Incorporated,Nanometrics Incorporated (NANO)
NASB,,NASB
NAT,Nordic American Tankers Limited,Nordic American Tankers Limited (NAT)
NATH,"Nathan's Famous, Inc.","Nathan's Famous, Inc. (NATH)"
NATI,National Instruments Corporation,National Instruments Corporation (NATI)
NATL,,NATL
NATR,"Nature's Sunshine Products, Inc.","Nature's Sunshine Products, Inc. (NATR)"
NAV,Navistar International Corporation,Navistar International Corporation (NAV)
NAVB,"Navidea Biopharmaceuticals, Inc.","Navidea Biopharmaceuticals, Inc. (NAVB)"
NAVG,"The Navigators Group, Inc.","The Navigators Group, Inc. (NAVG)"
NAVI,Navient Corporation,Navient Corporation (NAVI)
NBBC,,NBBC
NBCB,,NBCB
NBHC,National Bank Holdings Corporation,National Bank Holdings Corporation (NBHC)
NBIX,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc. (NBIX)"
NBL,Noble Energy Inc.,Noble Energy Inc. (NBL)
NBR,Nabors Industries Ltd.,Nabors Industries Ltd. (NBR)
NBS,,NBS
NBTB,NBT Bancorp Inc.,NBT Bancorp Inc. (NBTB)
NC,"NACCO Industries, Inc.","NACCO Industries, Inc. (NC)"
NCFT,,NCFT
NCI,"Navigant Consulting, Inc.","Navigant Consulting, Inc. (NCI)"
NCLH,Norwegian Cruise Line Holdings Ltd.,Norwegian Cruise Line Holdings Ltd. (NCLH)
NCMI,"National CineMedia, Inc.","National CineMedia, Inc. (NCMI)"
NCR,NCR Corporation,NCR Corporation (NCR)
NCS,"NCI Building Systems, Inc.","NCI Building Systems, Inc. (NCS)"
NDAQ,"Nasdaq, Inc.","Nasdaq, Inc. (NDAQ)"
NDLS,Noodles & Company,Noodles & Company (NDLS)
NDSN,Nordson Corporation,Nordson Corporation (NDSN)
NE,Noble Corporation,Noble Corporation (NE)
NEE,"NextEra Energy, Inc.","NextEra Energy, Inc. (NEE)"
NEM,Newmont Mining Corporation,Newmont Mining Corporation (NEM)
NEO,"NeoGenomics, Inc.","NeoGenomics, Inc. (NEO)"
NEOG,Neogen Corporation,Neogen Corporation (NEOG)
NEON,Neonode Inc.,Neonode Inc. (NEON)
NES,"Nuverra Environmental Solutions, Inc.","Nuverra Environmental Solutions, Inc. (NES)"
NETE,"Net Element, Inc.","Net Element, Inc. (NETE)"
NEU,NewMarket Corporation,NewMarket Corporation (NEU)
NEWM,New Media Investment Group Inc.,New Media Investment Group Inc. (NEWM)
NEWP,,NEWP
NEWS,,NEWS
NFBK,"Northfield Bancorp, Inc.","Northfield Bancorp, Inc. (NFBK)"
NFG,National Fuel Gas Company,National Fuel Gas Company (NFG)
NFLX,"Netflix, Inc.","Netflix, Inc. (NFLX)"
NFX,Newfield Exploration Company,Newfield Exploration Company (NFX)
NGHC,National General Holdings Corp,National General Holdings Corp (NGHC)
NGPC,,NGPC
NGS,"Natural Gas Services Group, Inc.","Natural Gas Services Group, Inc. (NGS)"
NGVC,"Natural Grocers by Vitamin Cottage, Inc.","Natural Grocers by Vitamin Cottage, Inc. (NGVC)"
NHC,National HealthCare Corporation,National HealthCare Corporation (NHC)
NHI,"National Health Investors, Inc.","National Health Investors, Inc. (NHI)"
NI,"NiSource, Inc","NiSource, Inc (NI)"
NICK,"Nicholas Financial, Inc.","Nicholas Financial, Inc. (NICK)"
NIHD,"NII Holdings, Inc.","NII Holdings, Inc. (NIHD)"
NILE,,NILE
NJR,NewJersey Resources Corporation,NewJersey Resources Corporation (NJR)
NKE,"Nike, Inc.","Nike, Inc. (NKE)"
NKSH,"National Bankshares, Inc.","National Bankshares, Inc. (NKSH)"
NKTR,Nektar Therapeutics,Nektar Therapeutics (NKTR)
NL,"NL Industries, Inc.","NL Industries, Inc. (NL)"
NLNK,NewLink Genetics Corporation,NewLink Genetics Corporation (NLNK)
NLS,"Nautilus Group, Inc. (The)","Nautilus Group, Inc. (The) (NLS)"
NLSN,Nielsen N.V.,Nielsen N.V. (NLSN)
NLY,Annaly Capital Management Inc,Annaly Capital Management Inc (NLY)
NM,Navios Maritime Holdings Inc.,Navios Maritime Holdings Inc. (NM)
NMBL,,NMBL
NMFC,New Mountain Finance Corporation,New Mountain Finance Corporation (NMFC)
NMIH,NMI Holdings Inc,NMI Holdings Inc (NMIH)
NMRX,,NMRX
NNA,Navios Maritime Acquisition Corporation,Navios Maritime Acquisition Corporation (NNA)
NNBR,"NN, Inc.","NN, Inc. (NNBR)"
NNI,"Nelnet, Inc.","Nelnet, Inc. (NNI)"
NNVC,"NanoViricides, Inc.","NanoViricides, Inc. (NNVC)"
NOC,Northrop Grumman Corporation,Northrop Grumman Corporation (NOC)
NOG,"Northern Oil and Gas, Inc.","Northern Oil and Gas, Inc. (NOG)"
NOR,,NOR
NOV,"National Oilwell Varco, Inc.","National Oilwell Varco, Inc. (NOV)"
NOW,"ServiceNow, Inc.","ServiceNow, Inc. (NOW)"
NP,"Neenah, Inc.","Neenah, Inc. (NP)"
NPBC,,NPBC
NPK,"National Presto Industries, Inc.","National Presto Industries, Inc. (NPK)"
NPO,EnPro Industries,EnPro Industries (NPO)
NPSP,,NPSP
NPTN,NeoPhotonics Corporation,NeoPhotonics Corporation (NPTN)
NR,"Newpark Resources, Inc.","Newpark Resources, Inc. (NR)"
NRCIA,,NRCIA
NRG,"NRG Energy, Inc.","NRG Energy, Inc. (NRG)"
NRIM,Northrim BanCorp Inc,Northrim BanCorp Inc (NRIM)
NRZ,New Residential Investment Corp.,New Residential Investment Corp. (NRZ)
NSC,Norfolk Souther Corporation,Norfolk Souther Corporation (NSC)
NSIT,"Insight Enterprises, Inc.","Insight Enterprises, Inc. (NSIT)"
NSM,,NSM
NSP,"Insperity, Inc.","Insperity, Inc. (NSP)"
NSPH,,NSPH
NSR,,NSR
NSTG,"NanoString Technologies, Inc.","NanoString Technologies, Inc. (NSTG)"
NTAP,"NetApp, Inc.","NetApp, Inc. (NTAP)"
NTCT,"NetScout Systems, Inc.","NetScout Systems, Inc. (NTCT)"
NTGR,"NETGEAR, Inc.","NETGEAR, Inc. (NTGR)"
NTK,,NTK
NTLS,,NTLS
NTRI,NutriSystem Inc,NutriSystem Inc (NTRI)
NTRS,Northern Trust Corporation,Northern Trust Corporation (NTRS)
NU,,NU
NUAN,"Nuance Communications, Inc.","Nuance Communications, Inc. (NUAN)"
NUE,Nucor Corporation,Nucor Corporation (NUE)
NUS,"Nu Skin Enterprises, Inc.","Nu Skin Enterprises, Inc. (NUS)"
NUTR,,NUTR
NUVA,"NuVasive, Inc.","NuVasive, Inc. (NUVA)"
NVAX,"Novavax, Inc.","Novavax, Inc. (NVAX)"
NVDA,NVIDIA Corporation,NVIDIA Corporation (NVDA)
NVEC,NVE Corporation,NVE Corporation (NVEC)
NVR,"NVR, Inc.","NVR, Inc. (NVR)"
NWBI,"Northwest Bancshares, Inc.","Northwest Bancshares, Inc. (NWBI)"
NWBO,,NWBO
NWE,NorthWestern Corporation,NorthWestern Corporation (NWE)
NWHM,New Home Company Inc. (The),New Home Company Inc. (The) (NWHM)
NWL,Newell Brands Inc.,Newell Brands Inc. (NWL)
NWLI,"National Western Life Group, Inc.","National Western Life Group, Inc. (NWLI)"
NWN,Northwest Natural Holding Company,Northwest Natural Holding Company (NWN)
NWPX,Northwest Pipe Company,Northwest Pipe Company (NWPX)
NWS,News Corporation,News Corporation (NWS)
NWSA,News Corporation,News Corporation (NWSA)
NWY,"New York & Company, Inc.","New York & Company, Inc. (NWY)"
NX,Quanex Building Products Corporation,Quanex Building Products Corporation (NX)
NXST,"Nexstar Media Group, Inc.","Nexstar Media Group, Inc. (NXST)"
NXTM,"NxStage Medical, Inc.","NxStage Medical, Inc. (NXTM)"
NYCB,"New York Community Bancorp, Inc.","New York Community Bancorp, Inc. (NYCB)"
NYLD,,NYLD
NYMT,"New York Mortgage Trust, Inc.","New York Mortgage Trust, Inc. (NYMT)"
NYNY,"Empire Resorts, Inc.","Empire Resorts, Inc. (NYNY)"
NYRT,"New York REIT, Inc.","New York REIT, Inc. (NYRT)"
NYT,New York Times Company (The),New York Times Company (The) (NYT)
O,Realty Income Corporation,Realty Income Corporation (O)
OABC,,OABC
OAS,Oasis Petroleum Inc.,Oasis Petroleum Inc. (OAS)
OB,,OB
OC,Owens Corning Inc,Owens Corning Inc (OC)
OCFC,OceanFirst Financial Corp.,OceanFirst Financial Corp. (OCFC)
OCLR,"Oclaro, Inc.","Oclaro, Inc. (OCLR)"
OCN,Ocwen Financial Corporation,Ocwen Financial Corporation (OCN)
OCR,,OCR
ODC,Oil-Dri Corporation Of America,Oil-Dri Corporation Of America (ODC)
ODFL,"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc. (ODFL)"
ODP,"Office Depot, Inc.","Office Depot, Inc. (ODP)"
OEH,,OEH
OFC,Corporate Office Properties Trust,Corporate Office Properties Trust (OFC)
OFG,OFG Bancorp,OFG Bancorp (OFG)
OFIX,Orthofix Medical Inc. ,Orthofix Medical Inc.  (OFIX)
OFLX,"Omega Flex, Inc.","Omega Flex, Inc. (OFLX)"
OGE,OGE Energy Corp,OGE Energy Corp (OGE)
OGS,"ONE Gas, Inc.","ONE Gas, Inc. (OGS)"
OGXI,,OGXI
OHI,"Omega Healthcare Investors, Inc.","Omega Healthcare Investors, Inc. (OHI)"
OHRP,"Ohr Pharmaceutical, Inc.","Ohr Pharmaceutical, Inc. (OHRP)"
OI,"Owens-Illinois, Inc.","Owens-Illinois, Inc. (OI)"
OII,"Oceaneering International, Inc.","Oceaneering International, Inc. (OII)"
OIS,"Oil States International, Inc.","Oil States International, Inc. (OIS)"
OKE,"ONEOK, Inc.","ONEOK, Inc. (OKE)"
OKSB,,OKSB
OLBK,"Old Line Bancshares, Inc.","Old Line Bancshares, Inc. (OLBK)"
OLED,Universal Display Corporation,Universal Display Corporation (OLED)
OLN,Olin Corporation,Olin Corporation (OLN)
OLP,"One Liberty Properties, Inc.","One Liberty Properties, Inc. (OLP)"
OMC,Omnicom Group Inc.,Omnicom Group Inc. (OMC)
OMCL,"Omnicell, Inc.","Omnicell, Inc. (OMCL)"
OME,,OME
OMED,"OncoMed Pharmaceuticals, Inc.","OncoMed Pharmaceuticals, Inc. (OMED)"
OMER,Omeros Corporation,Omeros Corporation (OMER)
OMEX,"Odyssey Marine Exploration, Inc.","Odyssey Marine Exploration, Inc. (OMEX)"
OMG,,OMG
OMI,"Owens & Minor, Inc.","Owens & Minor, Inc. (OMI)"
OMN,OMNOVA Solutions Inc.,OMNOVA Solutions Inc. (OMN)
ONB,Old National Bancorp,Old National Bancorp (ONB)
ONE,OneSmart International Education Group Limited,OneSmart International Education Group Limited (ONE)
ONNN,,ONNN
ONTY,,ONTY
ONVO,"Organovo Holdings, Inc.","Organovo Holdings, Inc. (ONVO)"
OPB,Opus Bank,Opus Bank (OPB)
OPEN,,OPEN
OPHT,Ophthotech Corporation,Ophthotech Corporation (OPHT)
OPK,"Opko Health, Inc.","Opko Health, Inc. (OPK)"
OPLK,,OPLK
OPWR,,OPWR
OPY,"Oppenheimer Holdings, Inc.","Oppenheimer Holdings, Inc. (OPY)"
ORA,"Ormat Technologies, Inc.","Ormat Technologies, Inc. (ORA)"
ORB,,ORB
ORBC,ORBCOMM Inc.,ORBCOMM Inc. (ORBC)
ORCL,Oracle Corporation,Oracle Corporation (ORCL)
OREX,,OREX
ORI,Old Republic International Corporation,Old Republic International Corporation (ORI)
ORIT,Oritani Financial Corp.,Oritani Financial Corp. (ORIT)
ORLY,"O&#39;Reilly Automotive, Inc.","O&#39;Reilly Automotive, Inc. (ORLY)"
ORM,"Owens Realty Mortgage, Inc.","Owens Realty Mortgage, Inc. (ORM)"
ORN,"Orion Group Holdings, Inc.","Orion Group Holdings, Inc. (ORN)"
OSIR,"Osiris Therapeutics, Inc.","Osiris Therapeutics, Inc. (OSIR)"
OSIS,"OSI Systems, Inc.","OSI Systems, Inc. (OSIS)"
OSK,Oshkosh Corporation,Oshkosh Corporation (OSK)
OSTK,"Overstock.com, Inc.","Overstock.com, Inc. (OSTK)"
OSUR,"OraSure Technologies, Inc.","OraSure Technologies, Inc. (OSUR)"
OTTR,Otter Tail Corporation,Otter Tail Corporation (OTTR)
OUTR,,OUTR
OVAS,OvaScience Inc.,OvaScience Inc. (OVAS)
OVTI,,OVTI
OWW,,OWW
OXFD,Oxford Immunotec Global PLC,Oxford Immunotec Global PLC (OXFD)
OXM,"Oxford Industries, Inc.","Oxford Industries, Inc. (OXM)"
OXY,Occidental Petroleum Corporation,Occidental Petroleum Corporation (OXY)
OZRK,,OZRK
P,"Pandora Media, Inc.","Pandora Media, Inc. (P)"
PACB,"Pacific Biosciences of California, Inc.","Pacific Biosciences of California, Inc. (PACB)"
PACR,,PACR
PACW,PacWest Bancorp,PacWest Bancorp (PACW)
PAG,"Penske Automotive Group, Inc.","Penske Automotive Group, Inc. (PAG)"
PAHC,Phibro Animal Health Corporation,Phibro Animal Health Corporation (PAHC)
PANW,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc. (PANW)"
PATK,"Patrick Industries, Inc.","Patrick Industries, Inc. (PATK)"
PATR,,PATR
PAY,,PAY
PAYC,"Paycom Software, Inc.","Paycom Software, Inc. (PAYC)"
PAYX,"Paychex, Inc.","Paychex, Inc. (PAYX)"
PB,"Prosperity Bancshares, Inc.","Prosperity Bancshares, Inc. (PB)"
PBCT,"People's United Financial, Inc.","People's United Financial, Inc. (PBCT)"
PBF,PBF Energy Inc.,PBF Energy Inc. (PBF)
PBH,Prestige Consumer Healthcare Inc.,Prestige Consumer Healthcare Inc. (PBH)
PBI,Pitney Bowes Inc.,Pitney Bowes Inc. (PBI)
PBPB,Potbelly Corporation,Potbelly Corporation (PBPB)
PBY,Prospect Capital Corporation,Prospect Capital Corporation (PBY)
PBYI,Puma Biotechnology Inc,Puma Biotechnology Inc (PBYI)
PCAR,PACCAR Inc.,PACCAR Inc. (PCAR)
PCBK,,PCBK
PCCC,,PCCC
PCG,Pacific Gas & Electric Co.,Pacific Gas & Electric Co. (PCG)
PCH,PotlatchDeltic Corporation,PotlatchDeltic Corporation (PCH)
PCL,,PCL
PCLN,,PCLN
PCO,,PCO
PCP,,PCP
PCRX,"Pacira Pharmaceuticals, Inc.","Pacira Pharmaceuticals, Inc. (PCRX)"
PCTI,"PC-Tel, Inc.","PC-Tel, Inc. (PCTI)"
PCTY,Paylocity Holding Corporation,Paylocity Holding Corporation (PCTY)
PCYC,,PCYC
PCYG,"Park City Group, Inc.","Park City Group, Inc. (PCYG)"
PCYO,Pure Cycle Corporation,Pure Cycle Corporation (PCYO)
PDCE,"PDC Energy, Inc.","PDC Energy, Inc. (PDCE)"
PDCO,"Patterson Companies, Inc.","Patterson Companies, Inc. (PDCO)"
PDFS,"PDF Solutions, Inc.","PDF Solutions, Inc. (PDFS)"
PDLI,"PDL BioPharma, Inc.","PDL BioPharma, Inc. (PDLI)"
PDM,"Piedmont Office Realty Trust, Inc.","Piedmont Office Realty Trust, Inc. (PDM)"
PE,"Parsley Energy, Inc.","Parsley Energy, Inc. (PE)"
PEB,Pebblebrook Hotel Trust,Pebblebrook Hotel Trust (PEB)
PEBO,Peoples Bancorp Inc.,Peoples Bancorp Inc. (PEBO)
PEG,Public Service Enterprise Group Incorporated,Public Service Enterprise Group Incorporated (PEG)
PEGA,Pegasystems Inc.,Pegasystems Inc. (PEGA)
PEGI,Pattern Energy Group Inc.,Pattern Energy Group Inc. (PEGI)
PEI,Pennsylvania Real Estate Investment Trust,Pennsylvania Real Estate Investment Trust (PEI)
PEIX,"Pacific Ethanol, Inc.","Pacific Ethanol, Inc. (PEIX)"
PENN,"Penn National Gaming, Inc.","Penn National Gaming, Inc. (PENN)"
PENX,,PENX
PEP,"Pepsico, Inc.","Pepsico, Inc. (PEP)"
PERI,Perion Network Ltd,Perion Network Ltd (PERI)
PERY,,PERY
PES,Pioneer Energy Services Corp.,Pioneer Energy Services Corp. (PES)
PETM,,PETM
PETS,"PetMed Express, Inc.","PetMed Express, Inc. (PETS)"
PETX,"Aratana Therapeutics, Inc.","Aratana Therapeutics, Inc. (PETX)"
PF,,PF
PFBC,Preferred Bank,Preferred Bank (PFBC)
PFE,"Pfizer, Inc.","Pfizer, Inc. (PFE)"
PFG,Principal Financial Group Inc,Principal Financial Group Inc (PFG)
PFIE,"Profire Energy, Inc.","Profire Energy, Inc. (PFIE)"
PFIS,Peoples Financial Services Corp. ,Peoples Financial Services Corp.  (PFIS)
PFLT,PennantPark Floating Rate Capital Ltd.,PennantPark Floating Rate Capital Ltd. (PFLT)
PFMT,Performant Financial Corporation,Performant Financial Corporation (PFMT)
PFPT,"Proofpoint, Inc.","Proofpoint, Inc. (PFPT)"
PFS,"Provident Financial Services, Inc","Provident Financial Services, Inc (PFS)"
PFSI,"PennyMac Financial Services, Inc.","PennyMac Financial Services, Inc. (PFSI)"
PG,Procter & Gamble Company (The),Procter & Gamble Company (The) (PG)
PGC,Peapack-Gladstone Financial Corporation,Peapack-Gladstone Financial Corporation (PGC)
PGEM,,PGEM
PGI,,PGI
PGNX,Progenics Pharmaceuticals Inc.,Progenics Pharmaceuticals Inc. (PGNX)
PGR,Progressive Corporation (The),Progressive Corporation (The) (PGR)
PGTI,"PGT Innovations, Inc.","PGT Innovations, Inc. (PGTI)"
PH,Parker-Hannifin Corporation,Parker-Hannifin Corporation (PH)
PHH,,PHH
PHIIK,"PHI, Inc.","PHI, Inc. (PHIIK)"
PHM,"PulteGroup, Inc.","PulteGroup, Inc. (PHM)"
PHMD,,PHMD
PHX,Panhandle Royalty Company,Panhandle Royalty Company (PHX)
PICO,PICO Holdings Inc.,PICO Holdings Inc. (PICO)
PII,Polaris Industries Inc.,Polaris Industries Inc. (PII)
PIKE,,PIKE
PIR,"Pier 1 Imports, Inc.","Pier 1 Imports, Inc. (PIR)"
PJC,Piper Jaffray Companies,Piper Jaffray Companies (PJC)
PKD,Parker Drilling Company,Parker Drilling Company (PKD)
PKE,Park Electrochemical Corporation,Park Electrochemical Corporation (PKE)
PKG,Packaging Corporation of America,Packaging Corporation of America (PKG)
PKI,"PerkinElmer, Inc.","PerkinElmer, Inc. (PKI)"
PKOH,Park-Ohio Holdings Corp.,Park-Ohio Holdings Corp. (PKOH)
PKT,,PKT
PKY,,PKY
PL,,PL
PLAB,"Photronics, Inc.","Photronics, Inc. (PLAB)"
PLCE,"Children's Place, Inc. (The)","Children's Place, Inc. (The) (PLCE)"
PLCM,,PLCM
PLD,"Prologis, Inc.","Prologis, Inc. (PLD)"
PLKI,,PLKI
PLL,,PLL
PLMT,,PLMT
PLOW,"Douglas Dynamics, Inc.","Douglas Dynamics, Inc. (PLOW)"
PLPC,Preformed Line Products Company,Preformed Line Products Company (PLPC)
PLPM,,PLPM
PLT,"Plantronics, Inc.","Plantronics, Inc. (PLT)"
PLUG,"Plug Power, Inc.","Plug Power, Inc. (PLUG)"
PLUS,ePlus inc.,ePlus inc. (PLUS)
PLXS,Plexus Corp.,Plexus Corp. (PLXS)
PLXT,,PLXT
PM,Philip Morris International Inc,Philip Morris International Inc (PM)
PMC,,PMC
PMCS,,PMCS
PMFG,,PMFG
PMT,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust (PMT)
PNC,"PNC Financial Services Group, Inc. (The)","PNC Financial Services Group, Inc. (The) (PNC)"
PNFP,"Pinnacle Financial Partners, Inc.","Pinnacle Financial Partners, Inc. (PNFP)"
PNK,,PNK
PNM,"PNM Resources, Inc. (Holding Co.)","PNM Resources, Inc. (Holding Co.) (PNM)"
PNNT,PennantPark Investment Corporation,PennantPark Investment Corporation (PNNT)
PNR,Pentair plc.,Pentair plc. (PNR)
PNRA,,PNRA
PNW,Pinnacle West Capital Corporation,Pinnacle West Capital Corporation (PNW)
PNX,,PNX
PNY,,PNY
PODD,Insulet Corporation,Insulet Corporation (PODD)
POL,PolyOne Corporation,PolyOne Corporation (POL)
POM,,POM
POOL,Pool Corporation,Pool Corporation (POOL)
POR,Portland General Electric Company,Portland General Electric Company (POR)
POST,"Post Holdings, Inc.","Post Holdings, Inc. (POST)"
POWI,"Power Integrations, Inc.","Power Integrations, Inc. (POWI)"
POWL,"Powell Industries, Inc.","Powell Industries, Inc. (POWL)"
POWR,,POWR
POZN,,POZN
PPBI,Pacific Premier Bancorp Inc,Pacific Premier Bancorp Inc (PPBI)
PPC,,PPC
PPG,"PPG Industries, Inc.","PPG Industries, Inc. (PPG)"
PPHM,,PPHM
PPL,PPL Corporation,PPL Corporation (PPL)
PPO,,PPO
PPS,,PPS
PQ,,PQ
PRA,ProAssurance Corporation,ProAssurance Corporation (PRA)
PRAA,"PRA Group, Inc.","PRA Group, Inc. (PRAA)"
PRE,,PRE
PRFT,"Perficient, Inc.","Perficient, Inc. (PRFT)"
PRGO,Perrigo Company,Perrigo Company (PRGO)
PRGS,Progress Software Corporation,Progress Software Corporation (PRGS)
PRGX,"PRGX Global, Inc.","PRGX Global, Inc. (PRGX)"
PRI,"Primerica, Inc.","Primerica, Inc. (PRI)"
PRIM,Primoris Services Corporation,Primoris Services Corporation (PRIM)
PRK,Park National Corporation,Park National Corporation (PRK)
PRKR,,PRKR
PRLB,"Proto Labs, Inc.","Proto Labs, Inc. (PRLB)"
PRO,"PROS Holdings, Inc.","PROS Holdings, Inc. (PRO)"
PROV,"Provident Financial Holdings, Inc.","Provident Financial Holdings, Inc. (PROV)"
PRSC,The Providence Service Corporation,The Providence Service Corporation (PRSC)
PRTA,Prothena Corporation plc,Prothena Corporation plc (PRTA)
PRU,"Prudential Financial, Inc.","Prudential Financial, Inc. (PRU)"
PRXL,,PRXL
PSA,Public Storage,Public Storage (PSA)
PSB,"PS Business Parks, Inc.","PS Business Parks, Inc. (PSB)"
PSEC,Prospect Capital Corporation,Prospect Capital Corporation (PSEC)
PSEM,,PSEM
PSIX,,PSIX
PSMI,,PSMI
PSMT,"PriceSmart, Inc.","PriceSmart, Inc. (PSMT)"
PSTB,,PSTB
PSUN,,PSUN
PSX,Phillips 66,Phillips 66 (PSX)
PTCT,"PTC Therapeutics, Inc.","PTC Therapeutics, Inc. (PTCT)"
PTEN,"Patterson-UTI Energy, Inc.","Patterson-UTI Energy, Inc. (PTEN)"
PTGI,,PTGI
PTIE,"Pain Therapeutics, Inc.","Pain Therapeutics, Inc. (PTIE)"
PTLA,"Portola Pharmaceuticals, Inc.","Portola Pharmaceuticals, Inc. (PTLA)"
PTP,,PTP
PTRY,,PTRY
PTSI,"P.A.M. Transportation Services, Inc.","P.A.M. Transportation Services, Inc. (PTSI)"
PTX,"Pernix Therapeutics Holdings, Inc.","Pernix Therapeutics Holdings, Inc. (PTX)"
PVA,,PVA
PVH,PVH Corp.,PVH Corp. (PVH)
PVTB,,PVTB
PWOD,"Penns Woods Bancorp, Inc.","Penns Woods Bancorp, Inc. (PWOD)"
PWR,"Quanta Services, Inc.","Quanta Services, Inc. (PWR)"
PX,"Praxair, Inc.","Praxair, Inc. (PX)"
PXD,Pioneer Natural Resources Company,Pioneer Natural Resources Company (PXD)
PYPL,"PayPal Holdings, Inc.","PayPal Holdings, Inc. (PYPL)"
PZG,Paramount Gold Nevada Corp.,Paramount Gold Nevada Corp. (PZG)
PZN,Pzena Investment Management Inc,Pzena Investment Management Inc (PZN)
PZZA,"Papa John's International, Inc.","Papa John's International, Inc. (PZZA)"
Q,,Q
QADA,QAD Inc.,QAD Inc. (QADA)
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated (QCOM)
QCOR,,QCOR
QDEL,Quidel Corporation,Quidel Corporation (QDEL)
QEP,"QEP Resources, Inc.","QEP Resources, Inc. (QEP)"
QGEN,Qiagen N.V.,Qiagen N.V. (QGEN)
QLGC,,QLGC
QLIK,,QLIK
QLTY,,QLTY
QLYS,"Qualys, Inc.","Qualys, Inc. (QLYS)"
QNST,"QuinStreet, Inc.","QuinStreet, Inc. (QNST)"
QRHC,Quest Resource Holding Corporation.,Quest Resource Holding Corporation. (QRHC)
QRVO,"Qorvo, Inc.","Qorvo, Inc. (QRVO)"
QSII,,QSII
QTM,Quantum Corporation,Quantum Corporation (QTM)
QTS,"QTS Realty Trust, Inc.","QTS Realty Trust, Inc. (QTS)"
QTWO,"Q2 Holdings, Inc.","Q2 Holdings, Inc. (QTWO)"
QUAD,"Quad Graphics, Inc","Quad Graphics, Inc (QUAD)"
QUIK,QuickLogic Corporation,QuickLogic Corporation (QUIK)
R,"Ryder System, Inc.","Ryder System, Inc. (R)"
RAD,Rite Aid Corporation,Rite Aid Corporation (RAD)
RAI,,RAI
RAIL,"Freightcar America, Inc.","Freightcar America, Inc. (RAIL)"
RALY,,RALY
RARE,Ultragenyx Pharmaceutical Inc.,Ultragenyx Pharmaceutical Inc. (RARE)
RAS,,RAS
RATE,,RATE
RAVN,"Raven Industries, Inc.","Raven Industries, Inc. (RAVN)"
RAX,,RAX
RBC,Regal Beloit Corporation,Regal Beloit Corporation (RBC)
RBCAA,"Republic Bancorp, Inc.","Republic Bancorp, Inc. (RBCAA)"
RBCN,"Rubicon Technology, Inc.","Rubicon Technology, Inc. (RBCN)"
RCAP,,RCAP
RCII,Rent-A-Center Inc.,Rent-A-Center Inc. (RCII)
RCKB,,RCKB
RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd. (RCL)
RCPT,,RCPT
RDC,Rowan Companies plc,Rowan Companies plc (RDC)
RDEN,,RDEN
RDI,Reading International Inc,Reading International Inc (RDI)
RDN,Radian Group Inc.,Radian Group Inc. (RDN)
RDNT,"RadNet, Inc.","RadNet, Inc. (RDNT)"
RE,"Everest Re Group, Ltd.","Everest Re Group, Ltd. (RE)"
RECN,"Resources Connection, Inc.","Resources Connection, Inc. (RECN)"
REG,Regency Centers Corporation,Regency Centers Corporation (REG)
REGI,"Renewable Energy Group, Inc.","Renewable Energy Group, Inc. (REGI)"
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc. (REGN)"
REI,"Ring Energy, Inc.","Ring Energy, Inc. (REI)"
REIS,,REIS
RELL,"Richardson Electronics, Ltd.","Richardson Electronics, Ltd. (RELL)"
REMY,,REMY
REN,,REN
RENT,,RENT
RES,"RPC, Inc.","RPC, Inc. (RES)"
RESI,Front Yard Residential Corporation,Front Yard Residential Corporation (RESI)
REV,"Revlon, Inc.","Revlon, Inc. (REV)"
REX,REX American Resources Corporation,REX American Resources Corporation (REX)
REXI,,REXI
REXR,"Rexford Industrial Realty, Inc.","Rexford Industrial Realty, Inc. (REXR)"
REXX,,REXX
RF,Regions Financial Corporation,Regions Financial Corporation (RF)
RFMD,,RFMD
RFP,Resolute Forest Products Inc.,Resolute Forest Products Inc. (RFP)
RGA,"Reinsurance Group of America, Incorporated","Reinsurance Group of America, Incorporated (RGA)"
RGC,,RGC
RGDO,,RGDO
RGEN,Repligen Corporation,Repligen Corporation (RGEN)
RGLD,"Royal Gold, Inc.","Royal Gold, Inc. (RGLD)"
RGLS,Regulus Therapeutics Inc.,Regulus Therapeutics Inc. (RGLS)
RGR,"Sturm, Ruger & Company, Inc.","Sturm, Ruger & Company, Inc. (RGR)"
